action,dest,shDest,source,verified
MOVED,novapolis-dev\archive\scripts\scripts.ps1-scripts\Activate.ps1,9065b1f1920e4f2eb3d1ea3c8f7c60765aec046f4de70b82b26518c7e7c7bca5,.venv\Scripts\Activate.ps1,True
