file,url
.venv\Lib\site-packages\pyarrow\tests\data\orc\README.md,http://www.apache.org/licenses/LICENSE-2.0
.venv\Lib\site-packages\pyarrow\tests\data\orc\README.md,https://github.com/apache/orc/tree/main/examples
.venv\Lib\site-packages\numpy\random\LICENSE.md,http://www.kevinsheppard.com](http://www.kevinsheppard.com
.venv\Lib\site-packages\huggingface_hub\templates\datasetcard_template.md,https://github.com/huggingface/hub-docs/blob/main/datasetcard.md?plain=1
.venv\Lib\site-packages\huggingface_hub\templates\datasetcard_template.md,https://huggingface.co/docs/hub/datasets-cards
.venv\Lib\site-packages\huggingface_hub\templates\modelcard_template.md,https://github.com/huggingface/hub-docs/blob/main/modelcard.md?plain=1
.venv\Lib\site-packages\huggingface_hub\templates\modelcard_template.md,https://huggingface.co/docs/hub/model-cards
.venv\Lib\site-packages\huggingface_hub\templates\modelcard_template.md,https://mlco2.github.io/impact#compute
.venv\Lib\site-packages\huggingface_hub\templates\modelcard_template.md,https://arxiv.org/abs/1910.09700
.venv\Lib\site-packages\httpx-0.28.1.dist-info\licenses\LICENSE.md,https://www.encode.io/
.venv\Lib\site-packages\httpcore-1.0.9.dist-info\licenses\LICENSE.md,https://www.encode.io/
